;idade;flag_aceito;sexo;departamento
257;46.42808152293131;0;M;A
258;37.495973548863134;0;M;A
259;40.71636433362846;0;M;A
260;30.971751559442374;0;M;A
261;37.56569480583183;1;M;A
262;41.171790384609906;0;M;A
263;29.107430480263222;1;M;A
264;36.09244701212529;1;M;A
265;35.01341425509922;1;M;A
266;37.06366238022306;0;M;A
267;36.712035908445465;1;M;A
268;36.91940993544197;1;M;A
269;31.195471949756236;0;M;A
270;43.94757919295824;0;M;A
271;35.54809733729766;1;M;A
272;33.00705615139677;1;M;A
273;41.749444990175434;1;M;A
274;40.20914907863743;1;M;A
275;43.27678076445825;1;M;A
276;36.55856985375344;1;M;A
277;34.2641028665918;1;M;A
278;33.43684535361936;1;M;A
279;33.93973881474943;1;M;A
280;23.165291329376835;0;M;A
281;32.44904944549077;1;M;A
282;39.83708888572128;1;M;A
283;37.17998347623143;1;M;A
284;40.82301755712993;1;M;A
285;36.61933634283408;0;M;A
286;32.59632136350683;0;M;A
287;42.69543646474891;1;M;A
288;39.26980830041308;1;M;A
289;35.97711743632115;1;M;A
290;35.62672699511465;1;M;A
291;43.439313141894544;0;M;A
292;29.43049579200074;0;M;A
293;37.049258213538785;1;M;A
294;39.92205570490164;1;M;A
295;44.399160941512235;1;M;A
296;39.781194824964096;1;M;A
297;41.03182490475565;1;M;A
298;29.761709928936007;0;M;A
299;39.975889121793685;1;M;A
300;45.88885617388409;1;M;A
301;34.82666119949231;1;M;A
302;40.45399042712549;0;M;A
303;41.42962510087876;0;M;A
304;44.04541038214426;1;M;A
305;43.142883946086066;1;M;A
306;46.40641310631961;1;M;A
307;38.770434777065596;1;M;A
308;48.93357154486707;1;M;A
309;41.348512945249446;0;M;A
310;41.34471160119409;0;M;A
311;37.39667531381195;0;M;A
312;36.54808396761565;0;M;A
313;44.33457521436197;1;M;A
314;36.79089765879418;1;M;A
315;39.80179852171156;1;M;A
316;39.25543461141223;0;M;A
317;41.07068900831248;0;M;A
318;41.00013044547331;1;M;A
319;35.04190293051793;1;M;A
320;38.25542807872451;0;M;A
321;34.9993330055906;1;M;A
322;34.46746579024003;1;M;A
323;34.08874807903573;1;M;A
324;46.33423657989743;0;M;A
325;39.074510423585004;1;M;A
326;37.61993225059437;0;M;A
327;35.20049133468514;1;M;A
328;35.97645943012163;1;M;A
329;44.987294261694956;1;M;A
330;37.66655885853321;0;M;A
331;41.591668308178036;0;M;A
332;41.50305841807608;1;M;A
333;35.15543689601723;1;M;A
334;37.4846587538166;1;M;A
335;30.50821269341852;1;M;A
336;35.67256579372057;1;M;A
337;36.44315978666544;0;M;A
338;45.868125150138226;0;M;A
339;34.15145929523522;1;M;A
340;38.42388867532702;1;M;A
341;32.972804643091344;1;M;A
342;27.510438886095503;1;M;A
343;37.24339380813536;1;M;A
344;42.10518125350318;1;M;A
345;36.4191346585566;1;M;A
346;36.341771987953386;1;M;A
347;34.11220031292906;1;M;A
348;44.63204572403118;0;M;A
349;31.51213563207427;0;M;A
350;33.08755899001346;1;M;A
351;34.43835191490724;1;M;A
352;32.91313414358944;1;M;A
353;39.77068597971542;0;M;A
354;33.76287063028393;0;M;A
355;41.106532452025654;1;M;A
356;34.592595010946475;1;M;A
357;36.44731910981368;1;M;A
358;35.165900535595554;1;M;A
359;44.92868721484226;0;M;A
360;36.853746059308925;1;M;A
361;34.07355348418545;0;M;A
362;32.22517089865004;1;M;A
363;40.593326930500744;1;M;A
364;37.41484498228108;1;M;A
365;37.22699995244958;1;M;A
366;33.739915943146464;1;M;A
367;42.697149323828114;1;M;A
368;35.17800277474891;1;M;A
369;37.06218876671475;1;M;A
370;39.390849905995395;1;M;A
371;43.38606025691483;0;M;A
372;44.38378531378491;1;M;A
373;25.26518530703477;1;M;A
374;38.28670160823908;1;M;A
375;38.56407167615916;1;M;A
376;35.11997118077713;1;M;A
377;31.555507544103342;1;M;A
378;29.211194941666342;1;M;A
379;31.661523433972086;1;M;A
380;32.85978747468478;1;M;A
381;40.96126565523028;1;M;A
382;26.8242314826716;0;M;A
383;42.31654599476916;1;M;A
384;28.08402773914399;1;M;A
385;37.06841611359597;1;M;A
386;38.705558107161316;0;M;A
387;42.5013065856119;1;M;A
388;30.4006938639818;1;M;A
389;39.47883720791208;1;M;A
390;38.222895502524935;0;M;A
391;50.5207544249772;1;M;A
392;41.29025066551987;1;M;A
393;26.651697318292406;1;M;A
394;37.0992966241098;0;M;A
395;32.42045883500669;1;M;A
396;37.169407655905324;1;M;A
397;40.441325735100506;1;M;A
398;40.656407739101326;0;M;A
399;43.41269206725701;0;M;A
400;36.838912845179145;1;M;A
401;40.566072995283726;1;M;A
402;31.070090646800715;0;M;A
403;36.022621229355686;0;M;A
404;48.18523332213329;1;M;A
405;29.609667803120914;1;M;A
406;40.50841002573954;0;M;A
407;39.61977102513801;1;M;A
408;35.238461980825676;1;M;A
409;35.82519800146399;0;M;A
410;26.013756925470695;1;M;A
411;33.077124962158734;0;M;A
412;36.565742872547816;0;M;A
413;34.875019685479046;1;M;A
414;30.84305032158576;1;M;A
415;46.30470959068192;1;M;A
416;45.31615415291226;1;M;A
417;40.32594511853584;0;M;A
418;34.82421913165379;1;M;A
419;42.39811659355877;0;M;A
420;43.775474781375735;1;M;A
421;31.576636832706036;0;M;A
422;37.18755734977729;0;M;A
423;41.981077798179676;1;M;A
424;40.00586192537421;0;M;A
425;45.88900590956589;1;M;A
426;46.54634642268144;1;M;A
427;41.11793506743226;0;M;A
428;46.818754911032634;0;M;A
429;34.28316237352705;0;M;A
430;41.99241884608703;1;M;A
431;44.46177391242938;0;M;A
432;44.562322816906885;1;M;A
433;32.03882755437528;0;M;A
434;28.29041425890647;0;M;A
435;34.14786336045966;1;M;A
436;42.78986784670635;1;M;A
437;35.03732595204219;1;M;A
438;40.88789854903797;0;M;A
439;36.61916311316271;0;M;A
440;49.839187527018105;1;M;A
441;40.142660314386234;1;M;A
442;41.13405432549405;0;M;A
443;39.86683823635307;1;M;A
444;33.1834839501129;1;M;A
445;42.851449693027;0;M;A
446;40.78625729941567;1;M;A
447;37.979313319052565;0;M;A
448;41.85538042289695;1;M;A
449;28.56866416421731;1;M;A
450;39.1052655577372;0;M;A
451;34.42088573408166;1;M;A
452;32.442972679096805;1;M;A
453;37.00614958011363;0;M;A
454;45.010014032726666;1;M;A
455;42.2501652125275;0;M;A
456;38.65570746247621;1;M;A
457;22.610498901648768;0;M;A
458;39.47888103486035;1;M;A
459;43.21749705836065;0;M;A
460;33.674190727388144;1;M;A
461;36.963065311459125;0;M;A
462;36.23718978929389;1;M;A
463;36.26524867326796;0;M;A
464;33.112827944137415;1;M;A
465;40.13175316074786;1;M;A
466;46.69773108311628;0;M;A
467;35.97057653529354;1;M;A
468;42.84585442129513;1;M;A
469;38.96039198661528;1;M;A
470;33.73463486591614;1;M;A
471;38.82398592171784;1;M;A
472;44.18455970142106;1;M;A
473;34.54103063816273;1;M;A
474;44.75442804718268;1;M;A
475;33.062490592858175;1;M;A
476;30.17675709121071;1;M;A
477;42.3351091236746;1;M;A
478;39.13966622032641;1;M;A
479;38.42394419053608;1;M;A
480;39.65924326439773;1;M;A
481;45.4078476047306;1;M;A
482;29.1492766602911;0;M;A
483;40.540295701778604;1;M;A
484;40.53260151859762;1;M;A
485;38.51686614773096;1;M;A
486;30.264961139828692;1;M;A
487;34.21140526832652;0;M;A
488;36.481829062249;0;M;A
489;46.35329480805309;0;M;A
490;33.6887308916793;1;M;A
491;31.561465386732557;1;M;A
492;39.435536292926436;1;M;A
493;36.178038107570885;1;M;A
494;41.8908290140745;1;M;A
495;42.35703084547988;0;M;A
496;33.87127303461086;1;M;A
497;35.865640109947805;1;M;A
498;37.68293294198006;1;M;A
499;35.772014903200485;1;M;A
500;38.04442500583509;1;M;A
501;43.56966414420027;1;M;A
502;44.73727879881283;0;M;A
503;39.54984107149282;1;M;A
504;34.93134921858191;0;M;A
505;35.585431033393185;1;M;A
506;33.425585500523134;1;M;A
507;41.28117780709145;1;M;A
508;37.78789644487614;1;M;A
509;33.804863191466964;1;M;A
510;39.82855260390971;1;M;A
511;35.29767148817398;0;M;A
512;40.25595031635925;1;M;A
513;36.58403377257954;1;M;A
514;28.019991290096634;1;M;A
515;32.75918007984737;0;M;A
516;37.55356607707819;1;M;A
517;40.49738095667602;1;M;A
518;29.784539526691674;0;M;A
519;42.74565996083066;1;M;A
520;41.49405964399499;1;M;A
521;39.91826093009857;1;M;A
522;43.54252209181013;0;M;A
523;42.53009048246755;1;M;A
524;40.316059019358;1;M;A
525;49.14658850749841;1;M;A
526;39.199111974269876;1;M;A
527;37.1215822450599;0;M;A
528;30.193492753149645;1;M;A
529;33.41658079485533;1;M;A
530;37.09329899113932;1;M;A
531;40.27809891145911;0;M;A
532;37.42265887114997;1;M;A
533;36.82490324036952;1;M;A
534;30.86785844911449;1;M;A
535;40.41585787602355;1;M;A
536;50.61288427352484;0;M;A
537;40.52792309452329;1;M;A
538;37.40387003073326;1;M;A
539;42.18685949105637;1;M;A
540;32.58652290079752;0;M;A
541;41.16388746069812;1;M;A
542;31.256854786122958;0;M;A
543;47.36397401288109;0;M;A
544;35.402135042345904;1;M;A
545;44.4382464634703;0;M;A
546;37.01104027522453;1;M;A
547;39.576345605278284;1;M;A
548;30.646255479961887;0;M;A
549;39.015336405446284;1;M;A
550;43.95842301306276;1;M;A
551;43.456602195958084;0;M;A
552;40.70750071029668;0;M;A
553;40.672056845145505;0;M;A
554;39.727421746926744;0;M;A
555;37.909740601369215;1;M;A
556;40.93282210961435;0;M;A
557;26.287851188225435;1;M;A
558;43.940382167168444;1;M;A
559;44.75686548791675;0;M;A
0;42.41187126005741;0;M;B
1;46.79261036475056;1;M;B
2;40.215218003144976;1;M;B
3;38.178835841025716;0;M;B
4;33.230782536439435;0;M;B
5;39.9788482267659;1;M;B
6;33.13908101549199;1;M;B
7;37.04680297452158;0;M;B
8;37.90333156723619;0;M;B
9;38.283851502009874;1;M;B
10;41.41102620616302;1;M;B
11;43.78023081091547;1;M;B
12;39.76196263263208;0;M;B
13;33.22984706370628;1;M;B
14;42.854786115353065;1;M;B
15;35.69566772541154;1;M;B
16;39.10468385270955;1;M;B
17;44.07550536223868;1;M;B
18;28.752515850997973;0;M;B
19;34.392613137698284;1;M;B
20;47.01218441758701;1;M;B
21;38.48056395149612;0;M;B
22;36.88703227765668;0;M;B
23;37.227047053218016;0;M;B
24;35.56077220007331;1;M;B
25;43.3119241275684;1;M;B
26;35.15187225696345;0;M;B
27;39.722962221195914;1;M;B
28;40.59392532865498;1;M;B
29;30.719379311128513;1;M;B
30;35.01386759201286;1;M;B
31;40.982175530309085;0;M;B
32;39.205126147935886;1;M;B
33;41.03114527159485;1;M;B
34;38.1225607949554;1;M;B
35;29.20032763584546;0;M;B
36;38.03554093672453;0;M;B
37;27.20099688112414;0;M;B
38;39.06919764887517;0;M;B
39;38.25928695053044;0;M;B
40;35.61051510809091;1;M;B
41;36.43254620876908;0;M;B
42;35.68564434672923;1;M;B
43;34.96572123719101;1;M;B
44;46.94716296879806;0;M;B
45;32.49829165391556;1;M;B
46;40.26373785828551;0;M;B
47;36.67226263284952;1;M;B
48;45.63365138323731;0;M;B
49;43.08402536220651;1;M;B
50;34.343183283113554;0;M;B
51;39.22721211001582;0;M;B
52;35.216413910982844;1;M;B
53;38.91037923604293;1;M;B
54;39.998403121580154;0;M;B
55;40.55708478593727;0;M;B
56;37.48034510196385;0;M;B
57;35.51824795958425;1;M;B
58;45.909200911747014;1;M;B
59;37.7034641802656;1;M;B
60;40.664883979342136;0;M;B
61;42.167206022371;1;M;B
62;37.36788294916916;0;M;B
63;35.263058608521;1;M;B
64;34.22424174261952;0;M;B
65;31.341732039383203;1;M;B
66;35.34689957491667;1;M;B
67;39.980889247077464;1;M;B
68;33.55689387197796;0;M;B
69;37.01520505026434;0;M;B
70;40.82706356684442;1;M;B
71;45.91291506563421;1;M;B
72;47.37851342938545;1;M;B
73;36.66796637291183;1;M;B
74;32.759772764604634;0;M;B
75;44.40199047292378;0;M;B
76;40.26143667791463;0;M;B
77;39.088701590493514;1;M;B
78;47.756782160929035;1;M;B
79;38.989461873272575;0;M;B
80;44.784729374938415;1;M;B
81;36.147750980421165;0;M;B
82;38.92581439079995;0;M;B
83;35.80632407335662;1;M;B
84;38.274949032792655;1;M;B
85;42.035785456643204;1;M;B
86;39.720047348808265;1;M;B
87;34.308669419498834;1;M;B
88;32.8588612054021;0;M;B
89;41.79847901303187;1;M;B
90;36.58881519812434;1;M;B
91;40.135969102135796;1;M;B
92;35.106838501464594;1;M;B
93;35.34307223543507;0;M;B
94;30.52176750966032;1;M;B
95;43.12491139144434;0;M;B
96;43.55657566475861;1;M;B
97;35.73326686969706;0;M;B
98;37.271562182042054;0;M;B
99;29.045963433782767;1;M;B
100;35.4516540499368;0;M;B
101;44.452689112732436;1;M;B
102;31.772320861920242;0;M;B
103;39.72813438773337;0;M;B
104;37.96811835730418;1;M;B
105;38.15283213063844;1;M;B
106;41.369534625976854;1;M;B
107;45.25690712075611;1;M;B
108;38.99144480294706;1;M;B
109;33.7695752146319;1;M;B
110;39.27269934216808;1;M;B
111;36.67253205344812;0;M;B
112;31.687459320379226;0;M;B
113;41.84712068978497;0;M;B
114;40.165047586839194;0;M;B
115;32.730917624045055;1;M;B
116;36.55370049957792;1;M;B
117;39.75563698547883;0;M;B
118;47.80102042968665;1;M;B
119;36.29444033104032;1;M;B
120;39.16058156346192;1;M;B
121;38.224565787924654;1;M;B
122;31.394072752832322;0;M;B
123;34.48435498746597;0;M;B
124;37.53784210033297;0;M;B
125;31.443046808086763;1;M;B
126;41.56472357428393;1;M;B
127;44.25101802855918;0;M;B
128;37.871844209782786;0;M;B
129;41.95326465967104;1;M;B
130;40.30295537389838;1;M;B
131;30.787061203366477;1;M;B
132;49.79950852069034;0;M;B
133;40.40767895889192;1;M;B
134;40.70216887281911;1;M;B
135;38.00981677213831;1;M;B
136;39.01520802425382;0;M;B
137;35.258976823476;1;M;B
138;35.65560396775801;1;M;B
139;31.070410485466994;1;M;B
140;34.755217744583234;0;M;B
141;35.63775040452201;1;M;B
142;46.57329824254695;1;M;B
143;42.48654596822863;0;M;B
144;36.22327856463148;1;M;B
145;43.63297012782096;1;M;B
146;33.591493905131685;1;M;B
147;29.568565172940644;0;M;B
148;38.19151735228783;1;M;B
149;38.29787116523478;0;M;B
150;37.60834034168852;1;M;B
151;39.879539074897544;0;M;B
152;44.25756182144263;0;M;B
153;39.70708377086509;1;M;B
154;39.17766164731888;1;M;B
155;28.423920578399674;1;M;B
156;37.98164817654021;1;M;B
157;39.93065350965234;1;M;B
158;44.78465238485977;0;M;B
159;36.05302676429002;1;M;B
160;31.173050964679998;1;M;B
161;33.2284676862893;1;M;B
162;35.89182985760964;1;M;B
163;38.36629371781063;1;M;B
164;37.38721134247557;0;M;B
165;44.32108064802131;0;M;B
166;36.70563692621691;1;M;B
167;38.04517239578708;1;M;B
168;36.718970193614176;1;M;B
169;50.3542360186032;0;M;B
170;40.93200767198211;1;M;B
171;46.812518615839245;1;M;B
172;35.04498536788844;0;M;B
173;32.14595492915945;0;M;B
174;40.22252094672576;1;M;B
175;40.20127651151301;0;M;B
176;35.296237503895014;0;M;B
177;37.21639120556311;1;M;B
178;29.449540506203906;1;M;B
179;37.74699738317091;1;M;B
180;39.41677864683131;0;M;B
181;42.91489049460996;1;M;B
182;35.90616617684698;0;M;B
183;36.04765862829754;1;M;B
184;36.965904333818486;1;M;B
185;39.13251611884856;0;M;B
186;35.15074577078402;0;M;B
187;37.032632491155645;1;M;B
188;30.373780803759004;0;M;B
189;39.01798717428319;1;M;B
190;33.8066561377131;1;M;B
191;32.05458534301104;1;M;B
192;36.408518486394684;1;M;B
193;29.413994817619432;1;M;B
194;35.56093975062264;1;M;B
195;39.00667502240369;0;M;B
196;37.90240323276703;0;M;B
197;33.06501304628919;0;M;B
198;38.827363191857536;1;M;B
199;27.536319328193166;1;M;B
200;38.7423331131725;0;M;B
201;35.482727211746095;1;M;B
202;37.19475670062866;0;M;B
203;51.759268320193016;0;M;B
204;39.361612104827785;0;M;B
205;39.966930731879245;1;M;B
206;24.724032857872416;1;M;B
207;44.192734657195814;1;M;B
208;41.69316256682874;0;M;B
209;39.66592578107835;1;M;B
210;39.21108690095715;1;M;B
211;44.33463090288415;0;M;B
212;39.414797227257196;1;M;B
213;35.376675864079715;0;M;B
214;34.86553781072364;1;M;B
215;36.58772682617557;1;M;B
216;44.067378267228435;0;M;B
217;44.11277228852224;1;M;B
218;40.70454893569932;1;M;B
219;35.16450586241298;0;M;B
220;43.321954019993676;1;M;B
221;34.38153104284782;1;M;B
222;35.16156115697496;1;M;B
223;45.01738257008483;1;M;B
224;33.332691247928636;1;M;B
225;46.19044238847897;1;M;B
226;46.383535776182605;1;M;B
227;37.79453864497248;1;M;B
228;40.04839084172626;0;M;B
229;32.053196589976096;1;M;B
230;38.08528324729793;0;M;B
231;36.24861590294487;0;M;B
232;40.7881627433204;0;M;B
233;30.66930149725107;1;M;B
234;32.670126443947396;1;M;B
235;43.338433527315516;1;M;B
236;39.12520858823554;1;M;B
237;41.33913325667472;1;M;B
238;41.82979674464116;0;M;B
239;43.064368647033824;0;M;B
240;36.82783922398595;1;M;B
241;34.26916518391906;1;M;B
242;38.51394279477056;1;M;B
243;44.30460606975866;1;M;B
244;38.12376868752538;1;M;B
245;37.79206090934528;1;M;B
246;39.367778878972096;1;M;B
247;29.87948561042949;0;M;B
248;29.37481550580054;1;M;B
249;40.60461832558544;0;M;B
250;44.43651868215381;0;M;B
251;35.18744572190047;0;M;B
252;35.06640778507477;1;M;B
253;42.35694174462741;1;M;B
254;36.0471365779111;1;M;B
255;33.73392236520089;0;M;B
256;31.569368272241302;1;M;B
257;40.0562653691984;1;M;B
258;42.00654179694807;1;M;B
259;47.12741434716017;1;M;B
260;40.8504094418299;0;M;B
261;40.22289563753433;0;M;B
262;39.90815836147366;1;M;B
263;33.327530771509586;1;M;B
264;38.343696667154695;1;M;B
265;36.976106698257226;0;M;B
266;41.98298930040746;0;M;B
267;40.908736876544765;1;M;B
268;41.77394674979473;1;M;B
269;44.18606198291685;1;M;B
270;34.66269782708214;1;M;B
271;39.620001290783776;1;M;B
272;35.7776845917709;1;M;B
273;30.68089000302104;1;M;B
274;38.701758450093955;0;M;B
275;40.43196352152841;1;M;B
276;33.57555957073254;1;M;B
277;31.051307333838842;0;M;B
278;46.6334292356305;1;M;B
279;37.08606043002716;1;M;B
280;38.684522349357245;0;M;B
281;43.71655141271439;0;M;B
282;28.24744353649803;1;M;B
283;32.45981403047556;0;M;B
284;31.424961615325785;0;M;B
285;35.31157025948166;0;M;B
286;43.74680780208896;0;M;B
287;40.410100860513516;1;M;B
288;27.607883088450386;1;M;B
289;48.3931236630131;0;M;B
290;39.587034286590594;0;M;B
291;36.533969039904726;1;M;B
292;35.590689576613386;0;M;B
293;34.92084133141411;0;M;B
294;33.77248245397929;0;M;B
295;37.297580062251015;1;M;B
296;38.40701235285485;1;M;B
297;32.50799188093434;0;M;B
298;42.57294198615405;1;M;B
299;35.95833131529296;1;M;B
300;37.4841871834548;1;M;B
301;39.39104255818801;1;M;B
302;42.326276322572085;0;M;B
303;32.1677355680085;1;M;B
304;41.495792123724065;1;M;B
305;38.273418436034916;1;M;B
306;40.22926577514545;1;M;B
307;33.350253393456356;1;M;B
308;44.50814185745338;0;M;B
309;35.15101300016418;1;M;B
310;35.247041080825866;1;M;B
311;34.290988499993475;1;M;B
312;38.88259529564975;0;M;B
